date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
7/20/2020,23691,607,571.714,1087,9,9.857,530.99,13.605,12.814,24.363,0.202,0.221,1.15,64,1.434,74.07,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
7/21/2020,24278,587,580.286,1100,13,10.286,544.147,13.157,13.006,24.654,0.291,0.231,1.14,56,1.255,74.07,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
7/22/2020,24872,594,586,1111,11,10.143,557.46,13.313,13.134,24.901,0.247,0.227,1.13,51,1.143,74.07,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
7/23/2020,25484,612,589.857,1124,13,10.286,571.177,13.717,13.221,25.192,0.291,0.231,1.12,66,1.479,74.07,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
7/25/2020,26764,605,602.143,1146,10,11.143,599.866,13.56,13.496,25.685,0.224,0.25,1.09,63,1.412,74.07,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
7/26/2020,27357,593,610.429,1155,9,11,613.157,13.291,13.682,25.887,0.202,0.247,1.08,64,1.434,74.07,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
7/27/2020,27973,616,611.714,1163,8,10.857,626.964,13.807,13.71,26.067,0.179,0.243,1.06,58,1.3,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
7/31/2020,30394,563,605,1210,10,10.571,681.226,12.619,13.56,27.12,0.224,0.237,0.98,65,1.457,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/4/2020,32504,532,555.571,1248,9,10.571,728.518,11.924,12.452,27.972,0.202,0.237,0.95,54,1.21,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/5/2020,33055,551,546.571,1261,13,10.714,740.867,12.35,12.25,28.263,0.291,0.24,0.95,55,1.233,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/6/2020,33626,571,542.143,1273,12,10.429,753.665,12.798,12.151,28.532,0.269,0.234,0.95,63,1.412,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/9/2020,35160,467,527.857,1302,9,10.143,788.047,10.467,11.831,29.182,0.202,0.227,0.94,57,1.278,87.96,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/10/2020,35712,552,534.286,1312,10,10.429,800.419,12.372,11.975,29.406,0.224,0.234,0.93,47,1.053,85.19,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/12/2020,36699,495,520.571,1333,11,10.286,822.541,11.095,11.668,29.877,0.247,0.231,0.92,53,1.188,85.19,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/13/2020,37187,488,508.714,1341,8,9.714,833.479,10.938,11.402,30.056,0.179,0.218,0.91,44,0.986,85.19,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/14/2020,37664,477,501.286,1351,10,9.857,844.17,10.691,11.235,30.28,0.224,0.221,0.9,46,1.031,85.19,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/15/2020,38133,469,491.429,1360,9,9.571,854.681,10.512,11.014,30.482,0.202,0.215,0.9,37,0.829,68.52,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/16/2020,38583,450,489,1370,10,9.714,864.767,10.086,10.96,30.706,0.224,0.218,0.89,40,0.897,68.52,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/17/2020,39025,442,473.286,1379,9,9.571,874.674,9.907,10.608,30.908,0.202,0.215,0.89,40,0.897,68.52,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/18/2020,39444,419,462.857,1391,12,9.857,884.065,9.391,10.374,31.177,0.269,0.221,0.88,46,1.031,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/19/2020,39847,403,449.714,1402,11,9.857,893.098,9.033,10.08,31.423,0.247,0.221,0.88,44,0.986,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/20/2020,40258,411,438.714,1411,9,10,902.309,9.212,9.833,31.625,0.202,0.224,0.88,41,0.919,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/21/2020,40667,409,429,1418,7,9.571,911.476,9.167,9.615,31.782,0.157,0.215,0.88,41,0.919,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/22/2020,41068,401,419.286,1424,6,9.143,920.464,8.988,9.398,31.916,0.134,0.205,0.88,49,1.098,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/23/2020,41460,392,411,1435,11,9.286,929.25,8.786,9.212,32.163,0.247,0.208,0.89,41,0.919,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/24/2020,41858,398,404.714,1446,11,9.571,938.17,8.92,9.071,32.409,0.247,0.215,0.89,37,0.829,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/25/2020,42228,370,397.714,1456,10,9.286,946.463,8.293,8.914,32.634,0.224,0.208,0.89,31,0.695,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/26/2020,42619,391,396,1465,9,9,955.227,8.764,8.876,32.835,0.202,0.202,0.9,28,0.628,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/27/2020,43016,397,394,1475,10,9.143,964.125,8.898,8.831,33.059,0.224,0.205,0.9,28,0.628,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/28/2020,43403,387,390.857,1483,8,9.286,972.799,8.674,8.76,33.239,0.179,0.208,0.9,31,0.695,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/29/2020,43781,378,387.571,1491,8,9.571,981.271,8.472,8.687,33.418,0.179,0.215,0.89,28,0.628,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/30/2020,44146,365,383.714,1501,10,9.429,989.452,8.181,8.6,33.642,0.224,0.211,0.89,29,0.65,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
8/31/2020,44494,348,376.571,1510,9,9.143,997.252,7.8,8.44,33.844,0.202,0.205,0.88,29,0.65,79.63,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
9/30/2020,51530,162,161.429,1736,10,5.429,1154.951,3.631,3.618,38.909,0.224,0.122,0.83,23,0.516,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/7/2020,52520,121,141.429,1771,3,5,1177.14,2.712,3.17,39.694,0.067,0.112,0.88,31,0.695,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/8/2020,52658,138,138.286,1783,12,6,1180.233,3.093,3.099,39.963,0.269,0.134,0.91,30,0.672,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/9/2020,52804,146,136.714,1789,6,5.714,1183.505,3.272,3.064,40.097,0.134,0.128,0.95,31,0.695,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/10/2020,52940,136,135,1795,6,5.571,1186.553,3.048,3.026,40.232,0.134,0.125,0.99,31,0.695,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/11/2020,53072,132,133.714,1801,6,5.857,1189.512,2.959,2.997,40.366,0.134,0.131,1.04,28,0.628,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/12/2020,53325,253,150.714,1809,8,5.857,1195.182,5.671,3.378,40.545,0.179,0.131,1.09,35,0.784,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/13/2020,53399,74,142.857,1818,9,7.143,1196.841,1.659,3.202,40.747,0.202,0.16,1.08,38,0.852,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/14/2020,53584,185,152,1827,9,8,1200.987,4.146,3.407,40.949,0.202,0.179,1.12,35,0.784,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/15/2020,53777,193,159.857,1827,0,6.286,1205.313,4.326,3.583,40.949,0,0.141,1.16,35,0.784,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/17/2020,54203,205,180.429,1846,5,7.286,1214.861,4.595,4.044,41.375,0.112,0.163,1.21,36,0.807,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/18/2020,54402,199,190,1856,10,7.857,1219.321,4.46,4.259,41.599,0.224,0.176,1.22,33,0.74,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/19/2020,54616,214,184.429,1865,9,8,1224.118,4.796,4.134,41.801,0.202,0.179,1.22,39,0.874,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/20/2020,54829,213,204.286,1873,8,7.857,1228.892,4.774,4.579,41.98,0.179,0.176,1.24,38,0.852,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/21/2020,55081,252,213.857,1880,7,7.571,1234.54,5.648,4.793,42.137,0.157,0.17,1.25,37,0.829,75.93,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/22/2020,55357,276,225.714,1888,8,8.714,1240.726,6.186,5.059,42.316,0.179,0.195,1.25,31,0.695,75,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/23/2020,55630,273,233.143,1897,9,8,1246.845,6.119,5.225,42.518,0.202,0.179,1.25,33,0.74,75,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/24/2020,55880,250,239.571,1907,10,8.714,1252.448,5.603,5.37,42.742,0.224,0.195,1.25,29,0.65,75,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/25/2020,56143,263,248.714,1914,7,8.286,1258.343,5.895,5.574,42.899,0.157,0.186,1.25,29,0.65,75,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/26/2020,56419,276,257.571,1922,8,8.143,1264.529,6.186,5.773,43.078,0.179,0.183,1.25,30,0.672,75,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/28/2020,57026,320,277.857,1941,10,8.714,1278.133,7.172,6.228,43.504,0.224,0.195,1.25,40,0.897,75,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/29/2020,57332,306,282.143,1949,8,8.714,1284.992,6.858,6.324,43.683,0.179,0.195,1.24,39,0.874,75,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/30/2020,57651,319,288.714,1956,7,8.429,1292.142,7.15,6.471,43.84,0.157,0.189,1.26,48,1.076,75,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
10/31/2020,57942,291,294.571,1964,8,8.143,1298.664,6.522,6.602,44.019,0.179,0.183,1.28,44,0.986,75,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/4/2020,59527,548,357.286,1999,19,8.286,1334.189,12.282,8.008,44.804,0.426,0.186,1.49,50,1.121,71.3,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/5/2020,60169,642,405.286,2011,12,8.857,1348.578,14.389,9.084,45.073,0.269,0.199,1.52,53,1.188,71.3,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/7/2020,61381,581,491.286,2036,12,10.286,1375.743,13.022,11.011,45.633,0.269,0.231,1.5,59,1.322,71.3,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/8/2020,62051,670,539.857,2048,12,10.714,1390.76,15.017,12.1,45.902,0.269,0.24,1.49,63,1.412,71.3,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/9/2020,62693,642,588.429,2062,14,11.714,1405.149,14.389,13.189,46.216,0.314,0.263,1.47,60,1.345,71.3,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/11/2020,64257,811,675.714,2093,16,13.429,1440.203,18.177,15.145,46.911,0.359,0.301,1.44,49,1.098,68.52,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/12/2020,65108,851,705.571,2111,18,14.286,1459.277,19.074,15.814,47.314,0.403,0.32,1.41,53,1.188,68.52,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/13/2020,65975,867,739.286,2124,13,14.286,1478.709,19.432,16.57,47.606,0.291,0.32,1.39,52,1.165,68.52,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/14/2020,66819,844,776.857,2139,15,14.714,1497.626,18.917,17.412,47.942,0.336,0.33,1.37,42,0.941,68.52,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/15/2020,67679,860,804,2154,15,15.143,1516.901,19.275,18.02,48.278,0.336,0.339,1.35,44,0.986,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/16/2020,68589,910,842.286,2168,14,15.143,1537.297,20.396,18.878,48.592,0.314,0.339,1.33,50,1.121,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/17/2020,69591,1002,877.857,2186,18,15.571,1559.755,22.458,19.676,48.995,0.403,0.349,1.31,39,0.874,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/18/2020,70629,1038,910.286,2206,20,16.143,1583.02,23.265,20.402,49.443,0.448,0.362,1.29,43,0.964,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/19/2020,71652,1023,934.857,2224,18,16.143,1605.948,22.929,20.953,49.847,0.403,0.362,1.26,53,1.188,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/20/2020,72755,1103,968.571,2236,12,16,1630.67,24.722,21.709,50.116,0.269,0.359,1.24,49,1.098,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/21/2020,73774,1019,993.571,2255,19,16.571,1653.509,22.839,22.269,50.542,0.426,0.371,1.22,52,1.165,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/22/2020,74862,1088,1026.143,2272,17,16.857,1677.895,24.386,22.999,50.923,0.381,0.378,1.19,46,1.031,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/23/2020,75867,1005,1039.714,2294,22,18,1700.42,22.525,23.303,51.416,0.493,0.403,1.17,46,1.031,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/26/2020,79110,1085,1065.429,2352,23,18.286,1773.106,24.318,23.88,52.716,0.516,0.41,1.08,44,0.986,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/27/2020,80168,1058,1059,2372,20,19.429,1796.819,23.713,23.736,53.164,0.448,0.435,1.06,50,1.121,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/28/2020,81212,1044,1062.571,2393,21,19.714,1820.218,23.399,23.816,53.635,0.471,0.442,1.03,51,1.143,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
11/30/2020,83199,978,1047.429,2431,21,19.571,1864.753,21.92,23.476,54.486,0.471,0.439,0.98,46,1.031,72.22,44616626,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748
6/18/2020,3674,132,84,190,6,3.143,532.722,19.14,12.18,27.55,0.87,0.456,1.34,12,1.74,38.89,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
6/19/2020,3755,81,80.571,193,3,3,544.467,11.745,11.683,27.985,0.435,0.435,1.31,13,1.885,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
6/20/2020,3872,117,86.571,199,6,3.857,561.432,16.965,12.553,28.855,0.87,0.559,1.3,17,2.465,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/12/2020,7252,77,216,268,1,3.143,1051.524,11.165,31.32,38.859,0.145,0.456,1.2,33,4.785,47.22,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/13/2020,7411,159,213.857,276,8,3.714,1074.579,23.055,31.009,40.019,1.16,0.539,1.17,33,4.785,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/14/2020,7645,234,220.429,283,7,4.143,1108.508,33.929,31.962,41.034,1.015,0.601,1.15,29,4.205,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/15/2020,7877,232,219.286,289,6,4.286,1142.148,33.639,31.796,41.904,0.87,0.621,1.14,27,3.915,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/16/2020,8144,267,210.286,293,4,4.429,1180.862,38.714,30.491,42.484,0.58,0.642,1.14,28,4.06,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/17/2020,8442,298,211.143,297,4,4.286,1224.072,43.209,30.615,43.064,0.58,0.621,1.14,28,4.06,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/18/2020,8638,196,209,299,2,4.571,1252.491,28.42,30.305,43.354,0.29,0.663,1.14,33,4.785,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/19/2020,8733,95,211.571,300,1,4.571,1266.266,13.775,30.677,43.499,0.145,0.663,1.13,34,4.93,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/20/2020,8929,196,216.857,308,8,4.571,1294.686,28.42,31.444,44.659,1.16,0.663,1.13,34,4.93,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/21/2020,9254,325,229.857,313,5,4.286,1341.81,47.124,33.329,45.384,0.725,0.621,1.13,34,4.93,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/22/2020,9584,330,243.857,321,8,4.571,1389.659,47.849,35.359,46.544,1.16,0.663,1.11,31,4.495,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/23/2020,9853,269,244.143,329,8,5.143,1428.664,39.004,35.4,47.704,1.16,0.746,1.08,24,3.48,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/24/2020,10123,270,240.143,337,8,5.714,1467.813,39.149,34.82,48.864,1.16,0.829,1.06,27,3.915,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/25/2020,10312,189,239.143,338,1,5.571,1495.218,27.405,34.675,49.009,0.145,0.808,1.04,28,4.06,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/26/2020,10427,115,242,340,2,5.714,1511.892,16.675,35.089,49.299,0.29,0.829,1.03,33,4.785,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/27/2020,10621,194,241.714,347,7,5.571,1540.022,28.13,35.048,50.314,1.015,0.808,1.02,34,4.93,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/28/2020,10871,250,231,355,8,6,1576.271,36.249,33.494,51.474,1.16,0.87,1,39,5.655,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/29/2020,11155,284,224.429,368,13,6.714,1617.451,41.179,32.542,53.359,1.885,0.974,0.99,40,5.8,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/30/2020,11420,265,223.857,374,6,6.429,1655.875,38.424,32.459,54.229,0.87,0.932,0.99,37,5.365,36.11,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
7/31/2020,11690,270,223.857,383,9,6.571,1695.025,39.149,32.459,55.534,1.305,0.953,0.98,34,4.93,41.67,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
8/1/2020,11836,146,217.714,385,2,6.714,1716.194,21.17,31.568,55.824,0.29,0.974,0.98,42,6.09,41.67,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
8/2/2020,11955,119,218.286,388,3,6.857,1733.449,17.255,31.651,56.259,0.435,0.994,0.98,43,6.235,41.67,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
8/3/2020,12159,204,219.714,404,16,8.143,1763.029,29.58,31.858,58.579,2.32,1.181,0.97,46,6.67,41.67,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
8/4/2020,12414,255,220.429,415,11,8.571,1800.003,36.974,31.962,60.174,1.595,1.243,0.96,43,6.235,38.89,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
8/5/2020,12717,303,223.143,424,9,8,1843.937,43.934,32.355,61.479,1.305,1.16,0.95,41,5.945,38.89,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
8/6/2020,13014,297,227.714,435,11,8.714,1887.002,43.064,33.018,63.074,1.595,1.264,0.92,44,6.38,38.89,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
8/7/2020,13209,195,217,442,7,8.429,1915.276,28.275,31.465,64.089,1.015,1.222,0.88,47,6.815,38.89,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
8/8/2020,13343,134,215.286,445,3,8.571,1934.706,19.43,31.216,64.524,0.435,1.243,0.86,55,7.975,38.89,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
8/9/2020,13396,53,205.857,447,2,8.429,1942.391,7.685,29.849,64.814,0.29,1.222,0.84,55,7.975,38.89,6896655,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.816
