date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
11/7/2021,164520,514,728,1301,9,8,29652,92.64,131.21,234.484,1.622,1.442,1.16,31,5.587,23.15,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
11/14/2021,170449,618,847,1344,3,6.143,30720.604,111.384,152.658,242.234,0.541,1.107,1.17,31,5.587,23.15,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
11/21/2021,177838,708,1055.571,1399,8,7.857,32052.348,127.605,190.249,252.147,1.442,1.416,1.17,38,6.849,30.09,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/5/2021,195230,972,1333.143,1515,7,7.857,35186.968,175.187,240.277,273.054,1.262,1.416,1.15,52,9.372,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/12/2021,205603,1124,1481.857,1559,7,6.286,37056.529,202.582,267.08,280.984,1.262,1.133,1.22,53,9.552,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/19/2021,218936,1614,1904.714,1603,2,6.286,39459.581,290.897,343.293,288.914,0.36,1.133,1.33,50,9.012,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/20/2021,220690,1754,1974,1608,5,6.286,39775.71,316.129,355.781,289.815,0.901,1.133,1.35,62,11.174,34.72,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/21/2021,223730,3040,2071.714,1616,8,6.429,40323.62,547.91,373.392,291.257,1.442,1.159,1.37,62,11.174,34.72,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/22/2021,226899,3169,2262.571,1622,6,6.429,40894.78,571.16,407.791,292.339,1.081,1.159,1.39,58,10.454,34.72,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/23/2021,230436,3537,2468,1630,8,6.429,41532.265,637.486,444.816,293.78,1.442,1.159,1.42,60,10.814,34.72,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/24/2021,234340,3904,2741.429,1637,7,6.286,42235.896,703.631,494.097,295.042,1.262,1.133,1.44,59,10.634,34.72,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/25/2021,236615,2275,2756.143,1643,6,6,42645.927,410.031,496.749,296.123,1.081,1.081,1.45,59,10.634,34.72,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/26/2021,239288,2673,2907.429,1647,4,6.286,43127.691,481.764,524.016,296.844,0.721,1.133,1.48,59,10.634,34.72,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/27/2021,242588,3300,3128.286,1656,9,6.857,43722.461,594.77,563.822,298.467,1.622,1.236,1.51,58,10.454,34.72,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/28/2021,249246,6658,3645.143,1673,17,8.143,44922.455,1199.994,656.977,301.53,3.064,1.468,1.53,56,10.093,37.5,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/29/2021,256119,6873,4174.286,1685,12,9,46161.2,1238.744,752.346,303.693,2.163,1.622,1.53,56,10.093,37.5,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/30/2021,263504,7385,4724,1698,13,9.714,47492.223,1331.024,851.423,306.036,2.343,1.751,1.52,56,10.093,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
12/31/2021,270829,7325,5212.714,1714,16,11,48812.433,1320.21,939.505,308.92,2.884,1.983,1.5,53,9.552,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/1/2022,277700,6871,5869.286,1728,14,12.143,50050.817,1238.384,1057.841,311.443,2.523,2.189,1.48,53,9.552,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/2/2022,281702,4002,6059.143,1739,11,13.143,50772.111,721.294,1092.06,313.426,1.983,2.369,1.44,53,9.552,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/3/2022,286679,4977,6298.714,1751,12,13.571,51669.133,897.022,1135.239,315.589,2.163,2.446,1.42,53,9.552,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/4/2022,296204,9525,6708.286,1764,13,13,53385.856,1716.723,1209.057,317.932,2.343,2.343,1.4,53,9.552,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/5/2022,306188,9984,7152.714,1777,13,13.143,55185.306,1799.45,1289.158,320.275,2.343,2.369,1.37,47,8.471,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/6/2022,315915,9727,7487.286,1790,13,13.143,56938.436,1753.13,1349.459,322.618,2.343,2.369,1.34,47,8.471,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/7/2022,323246,7331,7488.143,1801,11,12.429,58259.728,1321.291,1349.613,324.6,1.983,2.24,1.31,55,9.913,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/8/2022,332270,9024,7795.714,1812,11,12,59886.154,1626.426,1405.048,326.583,1.983,2.163,1.28,55,9.913,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/9/2022,338070,5800,8052.571,1822,10,11.857,60931.508,1045.354,1451.342,328.385,1.802,2.137,1.25,55,9.913,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/10/2022,344711,6641,8290.286,1830,8,11.286,62128.438,1196.93,1494.186,329.827,1.442,2.034,1.21,60,10.814,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/11/2022,355258,10547,8436.286,1839,9,10.714,64029.359,1900.922,1520.501,331.449,1.622,1.931,1.18,61,10.994,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/12/2022,364470,9212,8326,1845,6,9.714,65689.669,1660.31,1500.623,332.531,1.081,1.751,1.16,58,10.454,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/13/2022,373398,8928,8211.857,1851,6,8.714,67298.793,1609.124,1480.051,333.612,1.081,1.571,1.13,58,10.454,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/14/2022,381673,8275,8346.714,1858,7,8.143,68790.225,1491.431,1504.357,334.874,1.262,1.468,1.11,63,11.355,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/15/2022,389770,8097,8214.286,1864,6,7.429,70249.575,1459.35,1480.489,335.955,1.081,1.339,1.09,63,11.355,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/16/2022,395472,5702,8200.286,1871,7,7,71277.265,1027.691,1477.965,337.217,1.262,1.262,1.07,63,11.355,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/17/2022,401722,6250,8144.429,1875,4,6.429,72403.724,1126.459,1467.898,337.938,0.721,1.159,1.04,62,11.174,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/18/2022,411849,10127,8084.429,1887,12,6.857,74228.948,1825.224,1457.084,340.1,2.163,1.236,1.02,61,10.994,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/19/2022,421013,9164,8077.571,1891,4,6.571,75880.607,1651.659,1455.848,340.821,0.721,1.184,1.01,64,11.535,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/20/2022,429525,8512,8018.143,1891,0,5.714,77414.754,1534.147,1445.137,340.821,0,1.03,0.99,65,11.715,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/21/2022,437573,8048,7985.714,1893,2,5,78865.272,1450.518,1439.292,341.182,0.36,0.901,0.97,63,11.355,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/22/2022,444869,7296,7871.286,1894,1,4.286,80180.255,1314.983,1418.669,341.362,0.18,0.772,0.95,63,11.355,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/23/2022,449237,4368,7680.714,1894,0,3.286,80967.515,787.26,1384.321,341.362,0,0.592,0.92,63,11.355,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/24/2022,453833,4596,7444.429,1894,0,2.714,81795.867,828.353,1341.735,341.362,0,0.489,0.89,50,9.012,31.94,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/25/2022,461001,7168,7021.714,1894,0,1,83087.78,1291.913,1265.547,341.362,0,0.18,0.88,48,8.651,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/26/2022,464394,3393,6197.286,1894,0,0.429,83699.312,611.532,1116.958,341.362,0,0.077,0.88,49,8.831,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/27/2022,470665,6271,5877.143,1919,25,4,84829.556,1130.244,1059.257,345.868,4.506,0.721,0.89,51,9.192,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/28/2022,475431,4766,5408.286,1942,23,7,85688.548,858.992,974.754,350.013,4.145,1.262,0.91,53,9.552,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/29/2022,475431,0,4366,1942,0,6.857,85688.548,0,786.899,350.013,0,1.236,0.94,53,9.552,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/30/2022,475431,0,3742,1942,0,6.857,85688.548,0,674.433,350.013,0,1.236,0.97,53,9.552,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
1/31/2022,489870,14439,5148.143,1990,48,13.714,88290.939,2602.39,927.867,358.664,8.651,2.472,1.01,50,9.012,40.28,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/1/2022,493114,3244,4587.571,1990,0,13.714,88875.616,584.677,826.834,358.664,0,2.472,1.03,49,8.831,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/2/2022,501152,8038,5251.143,2012,22,16.857,90324.332,1448.716,946.431,362.63,3.965,3.038,1.05,37,6.669,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/3/2022,507940,6788,5325,2041,29,17.429,91547.756,1223.424,959.743,367.856,5.227,3.141,1.07,37,6.669,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/4/2022,514892,6952,5637.286,2058,17,16.571,92800.739,1252.983,1016.027,370.92,3.064,2.987,1.09,32,5.767,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/5/2022,514892,0,5637.286,2058,0,16.571,92800.739,0,1016.027,370.92,0,2.987,1.11,32,5.767,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/6/2022,514892,0,5637.286,2058,0,16.571,92800.739,0,1016.027,370.92,0,2.987,1.14,32,5.767,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/7/2022,534790,19898,6417.143,2095,37,15,96387.023,3586.284,1156.584,377.589,6.669,2.704,1.16,39,7.029,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/8/2022,542262,7472,7021.143,2097,2,15.286,97733.727,1346.704,1265.444,377.949,0.36,2.755,1.15,43,7.75,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/9/2022,546782,4520,6518.571,2126,29,16.286,98548.382,814.655,1174.864,383.176,5.227,2.935,1.13,33,5.948,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/10/2022,559587,12805,7378.143,2141,15,14.286,100856.271,2307.889,1329.788,385.88,2.704,2.575,1.12,33,5.948,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/11/2022,569973,10386,7868.714,2170,29,16,102728.175,1871.904,1418.205,391.106,5.227,2.884,1.1,33,5.948,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/12/2022,569973,0,7868.714,2170,0,16,102728.175,0,1418.205,391.106,0,2.884,1.06,33,5.948,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/13/2022,569973,0,7868.714,2170,0,16,102728.175,0,1418.205,391.106,0,2.884,1.03,33,5.948,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/14/2022,582383,12410,6799,2214,44,17,104964.872,2236.697,1225.407,399.037,7.93,3.064,0.99,38,6.849,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/15/2022,586809,4426,6363.857,2215,1,16.857,105762.585,797.713,1146.98,399.217,0.18,3.038,0.98,35,6.308,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/16/2022,592765,5956,6569,2242,27,16.571,106836.055,1073.47,1183.953,404.083,4.866,2.987,0.99,30,5.407,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/17/2022,600718,7953,5875.857,2265,23,17.714,108269.451,1433.396,1059.026,408.229,4.145,3.193,0.99,30,5.407,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/18/2022,605046,4328,5010.429,2277,12,15.286,109049.501,780.05,903.047,410.391,2.163,2.755,1,30,5.407,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/19/2022,605046,0,5010.429,2277,0,15.286,109049.501,0,903.047,410.391,0,2.755,1.01,30,5.407,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/20/2022,605046,0,5010.429,2277,0,15.286,109049.501,0,903.047,410.391,0,2.755,1.02,30,5.407,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/21/2022,622717,17671,5762,2329,52,16.429,112234.406,3184.905,1038.505,419.764,9.372,2.961,1.03,35,6.308,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/22/2022,625463,2746,5522,2329,0,16.286,112729.327,494.921,995.249,419.764,0,2.935,1,35,6.308,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/23/2022,629727,4264,5280.286,2351,22,15.571,113497.842,768.515,951.684,423.729,3.965,2.806,1.01,34,6.128,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/24/2022,637658,7931,5277.143,2364,13,14.143,114927.273,1429.431,951.117,426.072,2.343,2.549,1.02,35,6.308,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/25/2022,637729,71,4669,2364,0,12.429,114940.07,12.797,841.51,426.072,0,2.24,1.03,38,6.849,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/26/2022,637729,0,4669,2364,0,12.429,114940.07,0,841.51,426.072,0,2.24,1.06,38,6.849,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/27/2022,637729,0,4669,2364,0,12.429,114940.07,0,841.51,426.072,0,2.24,1.1,38,6.849,38.89,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
2/28/2022,637757,28,2148.571,2366,2,5.286,114945.116,5.047,387.244,426.432,0.36,0.953,1.15,31,5.587,40.74,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/1/2022,657443,19686,4568.571,2380,14,7.286,118493.191,3548.075,823.409,428.956,2.523,1.313,1.27,31,5.587,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/2/2022,658559,1116,4118.857,2381,1,4.286,118694.332,201.14,742.356,429.136,0.18,0.772,1.28,31,5.587,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/3/2022,664588,6029,3847.143,2384,3,2.857,119780.959,1086.627,693.384,429.676,0.541,0.515,1.3,31,5.587,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/4/2022,671773,7185,4863.429,2387,3,3.286,121075.936,1294.977,876.552,430.217,0.541,0.592,1.32,32,5.767,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/5/2022,671773,0,4863.429,2387,0,3.286,121075.936,0,876.552,430.217,0,0.592,1.35,32,5.767,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/6/2022,671773,0,4863.429,2387,0,3.286,121075.936,0,876.552,430.217,0,0.592,1.38,32,5.767,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/7/2022,694142,22369,8055,2571,0,0,125107.577,4031.641,1451.78,463.38,0,0,1.42,35,6.308,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/8/2022,694142,0,5242.714,2571,0,1,125107.577,0,944.912,463.38,0,0.18,1.39,35,6.308,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/9/2022,703052,8910,6356.143,2573,2,1.143,126713.456,1605.88,1145.589,463.741,0.36,0.206,1.41,31,5.587,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/14/2022,761110,26848,9566.857,2717,64,20.857,137177.448,4838.906,1724.267,489.694,11.535,3.759,1.28,43,7.75,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/15/2022,767220,6110,10439.714,2719,2,21.143,138278.674,1101.226,1881.585,490.055,0.36,3.811,1.23,44,7.93,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/16/2022,778617,11397,10795,2763,44,27.143,140332.794,2054.12,1945.62,497.985,7.93,4.892,1.17,35,6.308,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/17/2022,782912,4295,9972.714,2783,20,30,141106.896,774.102,1797.416,501.59,3.605,5.407,1.12,36,6.488,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/18/2022,786312,3400,7435.714,2783,0,18.571,141719.69,612.794,1340.164,501.59,0,3.347,1.1,39,7.029,24.07,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/19/2022,786312,0,7435.714,2783,0,18.571,141719.69,0,1340.164,501.59,0,3.347,1.11,39,7.029,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/20/2022,786312,0,7435.714,2783,0,18.571,141719.69,0,1340.164,501.59,0,3.347,1.12,39,7.029,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/21/2022,812017,25705,7272.429,2881,98,23.429,146352.59,4632.9,1310.735,519.252,17.663,4.223,1.12,45,8.111,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/22/2022,812224,207,6429.143,2881,0,23.143,146389.898,37.308,1158.746,519.252,0,4.171,1.09,45,8.111,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/23/2022,821536,9312,6131.286,2948,67,26.429,148068.231,1678.333,1105.063,531.328,12.076,4.763,1.08,33,5.948,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/24/2022,834038,12502,7303.714,2951,3,24,150321.509,2253.278,1316.373,531.869,0.541,4.326,1.06,33,5.948,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/25/2022,844713,10675,8343,2985,34,28.857,152245.501,1923.992,1503.687,537.997,6.128,5.201,1.04,37,6.669,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/26/2022,844713,0,8343,2985,0,28.857,152245.501,0,1503.687,537.997,0,5.201,1.01,37,6.669,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/27/2022,844713,0,8343,2985,0,28.857,152245.501,0,1503.687,537.997,0,5.201,0.98,37,6.669,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/28/2022,859477,14764,6780,3054,69,24.714,154906.467,2660.966,1221.982,550.433,12.436,4.454,0.95,42,7.57,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/29/2022,864815,5338,7513,3055,1,24.857,155868.553,962.086,1354.094,550.613,0.18,4.48,0.93,42,7.57,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/30/2022,874135,9320,7514.143,3105,50,22.429,157548.328,1679.775,1354.3,559.625,9.012,4.042,0.9,43,7.75,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
3/31/2022,883676,9541,7091.143,3144,39,27.571,159267.935,1719.607,1278.061,566.654,7.029,4.969,0.87,43,7.75,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
4/1/2022,889626,5950,6416.143,3178,34,27.571,160340.324,1072.389,1156.403,572.782,6.128,4.969,0.85,54,9.733,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
4/2/2022,889626,0,6416.143,3178,0,27.571,160340.324,0,1156.403,572.782,0,4.969,0.83,54,9.733,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
4/3/2022,889626,0,6416.143,3178,0,27.571,160340.324,0,1156.403,572.782,0,4.969,0.81,54,9.733,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
4/4/2022,901336,11710,5979.857,3252,74,28.286,162450.857,2110.533,1077.77,586.119,13.337,5.098,0.78,43,7.75,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
4/5/2022,907786,6450,6138.714,3254,2,28.429,163613.363,1162.505,1106.401,586.48,0.36,5.124,0.74,43,7.75,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
4/6/2022,913476,5690,5620.143,3307,53,28.857,164638.891,1025.528,1012.937,596.032,9.552,5.201,0.69,40,7.209,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
4/7/2022,920692,7216,5288,3334,27,27.143,165939.455,1300.564,953.074,600.898,4.866,4.892,0.62,40,7.209,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
4/8/2022,920692,0,4438,3334,0,22.286,165939.455,0,799.876,600.898,0,4.017,0.59,33,5.948,26.85,5548361,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,0,3.28,81.91,0.938
